Description,Year,Population,Count or Estimate,State or County Release
"Brown County, KS",2017,9619,Estimate,County
"Brown County, KS",2018,9592,Estimate,County
"Brown County, KS",2019,9541,Estimate,County
"Brown County, KS",2020,9482,Estimate,County
"Butler County, KS",2015,66293,Estimate,County
"Butler County, KS",2016,66723,Estimate,County
"Butler County, KS",2017,66916,Estimate,County
"Butler County, KS",2018,66887,Estimate,County
"Butler County, KS",2019,66932,Estimate,County
"Butler County, KS",2020,66992,Estimate,County
"Chase County, KS",2015,2654,Estimate,County
"Chase County, KS",2016,2631,Estimate,County
"Chase County, KS",2017,2652,Estimate,County
"Chase County, KS",2018,2565,Estimate,County
"Chase County, KS",2019,2585,Estimate,County
"Chase County, KS",2020,2586,Estimate,County
"Chautauqua County, KS",2015,3389,Estimate,County
"Chautauqua County, KS",2016,3361,Estimate,County
"Chautauqua County, KS",2017,3320,Estimate,County
"Chautauqua County, KS",2018,3287,Estimate,County
"Chautauqua County, KS",2019,3203,Estimate,County
"Chautauqua County, KS",2020,3230,Estimate,County
"Cherokee County, KS",2015,20552,Estimate,County
"Cherokee County, KS",2016,20280,Estimate,County
"Cherokee County, KS",2017,20151,Estimate,County
"Cherokee County, KS",2018,20024,Estimate,County
"Cherokee County, KS",2019,19948,Estimate,County
"Cherokee County, KS",2020,19681,Estimate,County
"Cheyenne County, KS",2015,2676,Estimate,County
"Cheyenne County, KS",2016,2665,Estimate,County
"Cheyenne County, KS",2017,2682,Estimate,County
"Cheyenne County, KS",2018,2625,Estimate,County
"Cheyenne County, KS",2019,2624,Estimate,County
"Cheyenne County, KS",2020,2600,Estimate,County
"Clark County, KS",2015,2082,Estimate,County
"Clark County, KS",2016,2068,Estimate,County
"Clark County, KS",2017,1996,Estimate,County
"Clark County, KS",2018,1995,Estimate,County
"Clark County, KS",2019,2006,Estimate,County
"Clark County, KS",2020,1963,Estimate,County
"Clay County, KS",2015,8291,Estimate,County
"Clay County, KS",2016,8106,Estimate,County
"Clay County, KS",2017,8003,Estimate,County
"Clay County, KS",2018,8008,Estimate,County
"Clay County, KS",2019,8009,Estimate,County
"Clay County, KS",2020,8025,Estimate,County
"Cloud County, KS",2015,9192,Estimate,County
"Cloud County, KS",2016,9088,Estimate,County
"Cloud County, KS",2017,8922,Estimate,County
"Cloud County, KS",2018,8725,Estimate,County
"Cloud County, KS",2019,8779,Estimate,County
"Cloud County, KS",2020,8642,Estimate,County
"Coffey County, KS",2015,8294,Estimate,County
"Coffey County, KS",2016,8346,Estimate,County
"Coffey County, KS",2017,8231,Estimate,County
"Coffey County, KS",2018,8212,Estimate,County
"Coffey County, KS",2019,8142,Estimate,County
"Coffey County, KS",2020,8158,Estimate,County
"Comanche County, KS",2015,1828,Estimate,County
"Comanche County, KS",2016,1844,Estimate,County
"Comanche County, KS",2017,1763,Estimate,County
"Comanche County, KS",2018,1740,Estimate,County
"Comanche County, KS",2019,1704,Estimate,County
"Comanche County, KS",2020,1690,Estimate,County
"Cowley County, KS",2015,35774,Estimate,County
"Cowley County, KS",2016,35662,Estimate,County
"Cowley County, KS",2017,35311,Estimate,County
"Cowley County, KS",2018,35067,Estimate,County
"Cowley County, KS",2019,34784,Estimate,County
"Cowley County, KS",2020,34628,Estimate,County
"Crawford County, KS",2015,39166,Estimate,County
"Crawford County, KS",2016,39082,Estimate,County
"Crawford County, KS",2017,38942,Estimate,County
"Crawford County, KS",2018,38884,Estimate,County
"Crawford County, KS",2019,38734,Estimate,County
"Crawford County, KS",2020,38730,Estimate,County
"Decatur County, KS",2015,2927,Estimate,County
"Decatur County, KS",2016,2829,Estimate,County
"Decatur County, KS",2017,2866,Estimate,County
"Decatur County, KS",2018,2842,Estimate,County
"Decatur County, KS",2019,2816,Estimate,County
"Decatur County, KS",2020,2776,Estimate,County
"Dickinson County, KS",2015,19214,Estimate,County
"Dickinson County, KS",2016,18971,Estimate,County
"Dickinson County, KS",2017,18829,Estimate,County
"Dickinson County, KS",2018,18621,Estimate,County
"Dickinson County, KS",2019,18381,Estimate,County
"Dickinson County, KS",2020,18266,Estimate,County
"Doniphan County, KS",2015,7789,Estimate,County
"Doniphan County, KS",2016,7713,Estimate,County
"Doniphan County, KS",2017,7655,Estimate,County
"Doniphan County, KS",2018,7632,Estimate,County
"Doniphan County, KS",2019,7584,Estimate,County
"Doniphan County, KS",2020,7496,Estimate,County
"Douglas County, KS",2015,118265,Estimate,County
"Douglas County, KS",2016,119876,Estimate,County
"Douglas County, KS",2017,120516,Estimate,County
"Douglas County, KS",2018,121327,Estimate,County
"Douglas County, KS",2019,122269,Estimate,County
"Douglas County, KS",2020,122530,Estimate,County
"Edwards County, KS",2015,2955,Estimate,County
"Edwards County, KS",2016,2896,Estimate,County
"Edwards County, KS",2017,2871,Estimate,County
"Edwards County, KS",2018,2806,Estimate,County
"Edwards County, KS",2019,2783,Estimate,County
"Edwards County, KS",2020,2750,Estimate,County
"Elk County, KS",2015,2572,Estimate,County
"Elk County, KS",2016,2514,Estimate,County
"Elk County, KS",2017,2511,Estimate,County
"Elk County, KS",2018,2470,Estimate,County
"Elk County, KS",2019,2507,Estimate,County
"Elk County, KS",2020,2507,Estimate,County
"Ellis County, KS",2015,29030,Estimate,County
"Ellis County, KS",2016,28946,Estimate,County
"Ellis County, KS",2017,28755,Estimate,County
"Ellis County, KS",2018,28709,Estimate,County
"Ellis County, KS",2019,28652,Estimate,County
"Ellis County, KS",2020,28671,Estimate,County
"Ellsworth County, KS",2015,6311,Estimate,County
"Ellsworth County, KS",2016,6300,Estimate,County
"Ellsworth County, KS",2017,6295,Estimate,County
"Ellsworth County, KS",2018,6156,Estimate,County
"Ellsworth County, KS",2019,6093,Estimate,County
"Ellsworth County, KS",2020,6034,Estimate,County
"Finney County, KS",2015,37127,Estimate,County
"Finney County, KS",2016,36827,Estimate,County
"Finney County, KS",2017,36685,Estimate,County
"Finney County, KS",2018,36473,Estimate,County
"Finney County, KS",2019,36351,Estimate,County
"Finney County, KS",2020,35917,Estimate,County
"Ford County, KS",2015,34617,Estimate,County
"Ford County, KS",2016,34446,Estimate,County
"Ford County, KS",2017,34082,Estimate,County
"Ford County, KS",2018,33623,Estimate,County
"Ford County, KS",2019,33346,Estimate,County
"Ford County, KS",2020,33094,Estimate,County
"Franklin County, KS",2015,25495,Estimate,County
"Franklin County, KS",2016,25546,Estimate,County
"Franklin County, KS",2017,25667,Estimate,County
"Franklin County, KS",2018,25681,Estimate,County
"Franklin County, KS",2019,25618,Estimate,County
"Franklin County, KS",2020,25703,Estimate,County
"Geary County, KS",2015,36783,Estimate,County
"Geary County, KS",2016,35401,Estimate,County
"Geary County, KS",2017,33935,Estimate,County
"Geary County, KS",2018,32998,Estimate,County
"Geary County, KS",2019,31992,Estimate,County
"Geary County, KS",2020,32218,Estimate,County
"Gove County, KS",2015,2700,Estimate,County
"Gove County, KS",2016,2621,Estimate,County
"Gove County, KS",2017,2623,Estimate,County
"Gove County, KS",2018,2612,Estimate,County
"Gove County, KS",2019,2665,Estimate,County
"Gove County, KS",2020,2621,Estimate,County
"Graham County, KS",2015,2591,Estimate,County
"Graham County, KS",2016,2558,Estimate,County
"Graham County, KS",2017,2485,Estimate,County
"Graham County, KS",2018,2448,Estimate,County
"Graham County, KS",2019,2441,Estimate,County
"Graham County, KS",2020,2389,Estimate,County
"Grant County, KS",2015,7719,Estimate,County
"Grant County, KS",2016,7660,Estimate,County
"Grant County, KS",2017,7476,Estimate,County
"Grant County, KS",2018,7271,Estimate,County
"Grant County, KS",2019,7136,Estimate,County
"Grant County, KS",2020,7077,Estimate,County
"Gray County, KS",2015,6083,Estimate,County
"Gray County, KS",2016,6043,Estimate,County
"Gray County, KS",2017,6020,Estimate,County
"Gray County, KS",2018,6085,Estimate,County
"Gray County, KS",2019,5996,Estimate,County
"Gray County, KS",2020,5954,Estimate,County
"Greeley County, KS",2015,1302,Estimate,County
"Greeley County, KS",2016,1280,Estimate,County
"Greeley County, KS",2017,1227,Estimate,County
"Greeley County, KS",2018,1229,Estimate,County
"Greeley County, KS",2019,1211,Estimate,County
"Greeley County, KS",2020,1196,Estimate,County
"Greenwood County, KS",2015,6235,Estimate,County
"Greenwood County, KS",2016,6104,Estimate,County
"Greenwood County, KS",2017,6068,Estimate,County
"Greenwood County, KS",2018,6008,Estimate,County
"Greenwood County, KS",2019,6001,Estimate,County
"Greenwood County, KS",2020,5868,Estimate,County
"Hamilton County, KS",2015,2563,Estimate,County
"Hamilton County, KS",2016,2628,Estimate,County
"Hamilton County, KS",2017,2609,Estimate,County
"Hamilton County, KS",2018,2584,Estimate,County
"Hamilton County, KS",2019,2515,Estimate,County
"Hamilton County, KS",2020,2425,Estimate,County
"Harper County, KS",2015,5785,Estimate,County
"Harper County, KS",2016,5670,Estimate,County
"Harper County, KS",2017,5581,Estimate,County
"Harper County, KS",2018,5500,Estimate,County
"Harper County, KS",2019,5442,Estimate,County
"Harper County, KS",2020,5336,Estimate,County
"Harvey County, KS",2015,34832,Estimate,County
"Harvey County, KS",2016,34777,Estimate,County
"Harvey County, KS",2017,34436,Estimate,County
"Harvey County, KS",2018,34225,Estimate,County
"Harvey County, KS",2019,34442,Estimate,County
"Harvey County, KS",2020,34291,Estimate,County
"Haskell County, KS",2015,4087,Estimate,County
"Haskell County, KS",2016,4026,Estimate,County
"Haskell County, KS",2017,4019,Estimate,County
"Haskell County, KS",2018,3993,Estimate,County
"Haskell County, KS",2019,3987,Estimate,County
"Haskell County, KS",2020,3923,Estimate,County
"Hodgeman County, KS",2015,1868,Estimate,County
"Hodgeman County, KS",2016,1841,Estimate,County
"Hodgeman County, KS",2017,1858,Estimate,County
"Hodgeman County, KS",2018,1799,Estimate,County
"Hodgeman County, KS",2019,1763,Estimate,County
"Hodgeman County, KS",2020,1779,Estimate,County
"Jackson County, KS",2015,13286,Estimate,County
"Jackson County, KS",2016,13274,Estimate,County
"Jackson County, KS",2017,13347,Estimate,County
"Jackson County, KS",2018,13288,Estimate,County
"Jackson County, KS",2019,13164,Estimate,County
"Jackson County, KS",2020,13171,Estimate,County
"Jefferson County, KS",2015,18789,Estimate,County
"Jefferson County, KS",2016,18838,Estimate,County
"Jefferson County, KS",2017,18935,Estimate,County
"Jefferson County, KS",2018,18901,Estimate,County
"Jefferson County, KS",2019,19165,Estimate,County
"Jefferson County, KS",2020,19032,Estimate,County
"Jewell County, KS",2015,2964,Estimate,County
"Jewell County, KS",2016,2890,Estimate,County
"Jewell County, KS",2017,2858,Estimate,County
"Jewell County, KS",2018,2832,Estimate,County
"Jewell County, KS",2019,2858,Estimate,County
"Jewell County, KS",2020,2833,Estimate,County
"Johnson County, KS",2015,580158,Estimate,County
"Johnson County, KS",2016,586601,Estimate,County
"Johnson County, KS",2017,592055,Estimate,County
"Johnson County, KS",2018,599045,Estimate,County
"Johnson County, KS",2019,602948,Estimate,County
"Johnson County, KS",2020,607220,Estimate,County
"Kearny County, KS",2015,3936,Estimate,County
"Kearny County, KS",2016,3896,Estimate,County
"Kearny County, KS",2017,3939,Estimate,County
"Kearny County, KS",2018,3926,Estimate,County
"Kearny County, KS",2019,3807,Estimate,County
"Kearny County, KS",2020,3745,Estimate,County
"Kingman County, KS",2015,7639,Estimate,County
"Kingman County, KS",2016,7407,Estimate,County
"Kingman County, KS",2017,7278,Estimate,County
"Kingman County, KS",2018,7148,Estimate,County
"Kingman County, KS",2019,7056,Estimate,County
"Kingman County, KS",2020,6974,Estimate,County
"Kiowa County, KS",2015,2568,Estimate,County
"Kiowa County, KS",2016,2509,Estimate,County
"Kiowa County, KS",2017,2488,Estimate,County
"Kiowa County, KS",2018,2490,Estimate,County
"Kiowa County, KS",2019,2470,Estimate,County
"Kiowa County, KS",2020,2456,Estimate,County
"Labette County, KS",2015,20640,Estimate,County
"Labette County, KS",2016,20323,Estimate,County
"Labette County, KS",2017,20146,Estimate,County
"Labette County, KS",2018,19929,Estimate,County
"Labette County, KS",2019,19704,Estimate,County
"Labette County, KS",2020,19586,Estimate,County
"Lane County, KS",2015,1630,Estimate,County
"Lane County, KS",2016,1596,Estimate,County
"Lane County, KS",2017,1549,Estimate,County
"Lane County, KS",2018,1535,Estimate,County
"Lane County, KS",2019,1527,Estimate,County
"Lane County, KS",2020,1518,Estimate,County
"Leavenworth County, KS",2015,79269,Estimate,County
"Leavenworth County, KS",2016,80422,Estimate,County
"Leavenworth County, KS",2017,81259,Estimate,County
"Leavenworth County, KS",2018,81659,Estimate,County
"Leavenworth County, KS",2019,81911,Estimate,County
"Leavenworth County, KS",2020,82246,Estimate,County
"Lincoln County, KS",2015,3141,Estimate,County
"Lincoln County, KS",2016,3075,Estimate,County
"Lincoln County, KS",2017,3044,Estimate,County
"Lincoln County, KS",2018,2994,Estimate,County
"Lincoln County, KS",2019,2964,Estimate,County
"Lincoln County, KS",2020,2986,Estimate,County
"Linn County, KS",2015,9574,Estimate,County
"Linn County, KS",2016,9604,Estimate,County
"Linn County, KS",2017,9694,Estimate,County
"Linn County, KS",2018,9771,Estimate,County
"Linn County, KS",2019,9714,Estimate,County
"Linn County, KS",2020,9654,Estimate,County
"Logan County, KS",2015,2785,Estimate,County
"Logan County, KS",2016,2821,Estimate,County
"Logan County, KS",2017,2812,Estimate,County
"Logan County, KS",2018,2804,Estimate,County
"Logan County, KS",2019,2776,Estimate,County
"Logan County, KS",2020,2732,Estimate,County
"Lyon County, KS",2015,33142,Estimate,County
"Lyon County, KS",2016,33367,Estimate,County
"Lyon County, KS",2017,33246,Estimate,County
"Lyon County, KS",2018,33302,Estimate,County
"Lyon County, KS",2019,33224,Estimate,County
"Lyon County, KS",2020,33045,Estimate,County
"McPherson County, KS",2015,28667,Estimate,County
"McPherson County, KS",2016,28466,Estimate,County
"McPherson County, KS",2017,28722,Estimate,County
"McPherson County, KS",2018,28565,Estimate,County
"McPherson County, KS",2019,28584,Estimate,County
"McPherson County, KS",2020,28448,Estimate,County
"Marion County, KS",2015,12054,Estimate,County
"Marion County, KS",2016,12008,Estimate,County
"Marion County, KS",2017,11950,Estimate,County
"Marion County, KS",2018,11885,Estimate,County
"Marion County, KS",2019,11831,Estimate,County
"Marion County, KS",2020,11652,Estimate,County
"Marshall County, KS",2015,9848,Estimate,County
"Marshall County, KS",2016,9805,Estimate,County
"Marshall County, KS",2017,9697,Estimate,County
"Marshall County, KS",2018,9718,Estimate,County
"Marshall County, KS",2019,9691,Estimate,County
"Marshall County, KS",2020,9652,Estimate,County
"Meade County, KS",2015,4298,Estimate,County
"Meade County, KS",2016,4230,Estimate,County
"Meade County, KS",2017,4226,Estimate,County
"Meade County, KS",2018,4091,Estimate,County
"Meade County, KS",2019,4023,Estimate,County
"Meade County, KS",2020,4029,Estimate,County
"Miami County, KS",2015,32782,Estimate,County
"Miami County, KS",2016,32960,Estimate,County
"Miami County, KS",2017,33450,Estimate,County
"Miami County, KS",2018,33714,Estimate,County
"Miami County, KS",2019,34244,Estimate,County
"Miami County, KS",2020,34334,Estimate,County
"Mitchell County, KS",2015,6295,Estimate,County
"Mitchell County, KS",2016,6193,Estimate,County
"Mitchell County, KS",2017,6132,Estimate,County
"Mitchell County, KS",2018,6096,Estimate,County
"Mitchell County, KS",2019,5967,Estimate,County
"Mitchell County, KS",2020,5879,Estimate,County
"Montgomery County, KS",2015,33458,Estimate,County
"Montgomery County, KS",2016,32850,Estimate,County
"Montgomery County, KS",2017,32382,Estimate,County
"Montgomery County, KS",2018,32040,Estimate,County
"Montgomery County, KS",2019,31796,Estimate,County
"Montgomery County, KS",2020,31502,Estimate,County
"Morris County, KS",2015,5630,Estimate,County
"Morris County, KS",2016,5553,Estimate,County
"Morris County, KS",2017,5471,Estimate,County
"Morris County, KS",2018,5551,Estimate,County
"Morris County, KS",2019,5623,Estimate,County
"Morris County, KS",2020,5559,Estimate,County
"Morton County, KS",2015,2950,Estimate,County
